Pinyin,Wade-Giles,Romatzyh
мо,мо,мох
момо,момо,мохмох
напа,напа,наапах
на,на,наа
нанши,нанших,наншых
нанмиан,нанмиен,нанмеан
наодаи,наодаи,наодаи
нао,нао,науо
наожонг,наочунг,науойонг
неибу,неипу,неыбух
неике,неико,неыке
ненгган,ненгкан,ненгганн
нингйинг,нингчинг,нингйинк
нонг,нунг,нонг
нуанки,нуанчи,ноанчих
паижао,паичао,паияуо
паилие,паилиех,паирлиех
паи,паи,паир
пан,пан,парн
панзи,панзи,парнзи
пангзи,пангзи,панкзи
пеиxун,пеихсун,пеиршиунн
пеиxунбан,пеихсунпан,пеиршиуннбан
пеиыанг,пеиыанг,пеирыеанг
пеиыу,пеиыу,пеирыух
пи,пи,пи
пи,пи,пи
пианмиан,пиенмиен,пианнмианн
пинжи,пинчих,пиинйых
пингфанг,пингфанг,пынгфанг
пингйинг,пингчинг,пынгйинк
пингюн,пингчун,пынгйиун
пингуоен,пингуоен,пынгуооен
покие,почиех,похчиех
почан,почан,похчаан
кидаи,читаи,чидаы
кийиан,чичиен,чийиан
кимо,чимо,чимох
киxиан,чихсиен,чишианн
кижонг,чичунг,чийонг
киыу,чиыу,чыиыу
киые,чиыех,чииыех
кикиу,чичиу,чихчыоу
кишуи,чишуи,чихшоеи
киыоу,чиыу,чихыоу
кигуан,чикуан,чихгуан
киантоу,чиентоу,чыантоу
кианту,чиенту,чыантуоу
киаокели,чиаоколи,чеаукехлих
кие,чиех,чие
кин’аи,чинаи,чинаы
кинми,чинми,чинмих
кингчун,чингчун,чингчуен
кингсонг,чингсунг,чингсонг
кингыи,чинги,чингыих
кингxинг,чингхсинг,чингшиинг
кингйинг,чингчинг,чынгйиинг
кионг,чиунг,чыонг
кионгрен,чиунгйен,чыонгрен
киуйи,чиучи,чиоуйих
куши,чуших,чиушых
куанли,чуанли,чыуанлих
куе,чуех,чиуех
куерен,чуехйен,чиуехренн
ран’ер,янерх,ранерл
ранлиао,янлиао,ранлиауо
раншао,яншао,раншау
ренао,йенао,рехнао
реxин,йехсин,рехшин
ренйиа,йенчиа,ренйиа
рийи,йихчи,рыхйих
рили,йихли,рыхлих
руйин,ючин,руйин
руо,йо,руох
сан,сан,саан
сан,сан,санн
сао,сао,сао
се,се,сех
сецаи,сецаи,сехцае
сенлин,сенлин,сенлин
шаи,шаи,шаы
шан,шан,шаан
шандиан,шантиен,шаандианн
шанлианг,шанлианг,шаннлианг
шаныу,шаныу,шанныу
шангхаи,шангхаи,шангхаы
шангуоу,шангуоу,шангуоух
шанг,шанг,шаанг
шанггеыуе,шангкоыуех,шанкгехыуех
шанглоу,шанглоу,шанклоу
шангмен,шангмен,шанкмен
шао,шао,шау
шеши,шеших,шехшы
шежи,шечих,шехйых
шенкинг,шенчинг,шенчиинг
шенцаи,шенцаи,шенцаир
шенфен,шенфен,шенфенн
шенгао,шенкао,шенгау
шенхоу,шенхоу,шенхоуо
шенхуа,шенхуа,шернхуах
шенми,шенми,шернмих
шенжи,шенчих,шеннйых
шибаи,шихпаи,шыбаы
шиуоанг,шихуоанг,шыуоанк
шиые,шихыех,шыыех
ши,ших,шы
ширен,шихйен,шырен
ши,ших,шы
шиши,шихших,шыршы
шиыонг,шихыунг,шырыонк
шитанг,шихтанг,шыртарнг
шийин,шихчин,шыыйинн
шибинг,шихпинг,шыхбинг
шику,шихчу,шыхчиу
шиде,шихде,шыхде
шиуоу,шихуоу,шыхуоух
шиxиан,шиххсиен,шыхшиан
шиюан,шихчуан,шыхйиуанн
шифоу,шихфоу,шыхфооу
шоухуи,шоухуи,шоухуоеи
шоухуо,шоухуо,шоухуох
шоуыи,шоуи,шоуыих
шоугонг,шоукунг,шооугонг
шоули,шоули,шооулии
шоушу,шоушу,шооушух
шоутао,шоутао,шооутауо
шоу,шоу,шооу
шоу,шоу,шооу
шоухуоыуан,шоухуоыуан,шоуохуохыуан
шушу,шушу,шушу
шуши,шуших,шушых
шулиан,шулиен,шуоулианн
шуйиа,шучиа,шууйиах
шулин,шулин,шухлин
шуые,шуыех,шухыех
шую,шучу,шухйиух
шума,шума,шухмаа
шуа,шуа,шуа
шуаыа,шуаыа,шуаыа
шуази,шуази,шуази
шуаи,шуаи,шуаы
шуаиге,шуаико,шуаыге
шуаиxиан,шуаихсиен,шуаышиан
шуижао,шуичао,шуеыяур
шунxу,шунхсу,шуенншиух
шуобудинг,шуобутинг,шуобудинк
шуофу,шуофу,шуофуоу
сикао,ссукао,сыкао
сиху,ссуху,сыхху
сонг,сунг,сонг
сонгшу,сунгшу,сонгшух
сулиао,сулиао,сухлиауо
сулиаодаи,сулиаотаи,сухлиауодаы
суан,суан,суан
суаннаи,суаннаи,суаннае
суишоу,суишоу,суоеишооу
суодуан,сотуан,суодоан
суоxиао,сохсиао,суошеау
таийие,таичиех,таирйие
таишанг,таишанг,таиршанк
танг,танг,таанг
таоцан,таоцан,тауоцан
тейиа,течиа,техйиах
тешу,тешу,техшу
теженг,теченг,техйенг
тигонг,тикунг,тыигонг
тиxинг,тихсинг,тыишиинг
тицао,тицао,тиицау
тийиан,тичиен,тиийеан
тижонг,тичунг,тиийонк
ти,ти,тих
тидаи,титаи,тихдаы
тианжен,тиенчен,тианйен
тиан,тиен,тыан
тианконг,тиенкунг,тыанконк
тиао,тиао,тиау
тиаоxуан,тиаохсуан,тиаушеуан
тиаопи,тиаопи,тыаупыи
тиаожан,тиаочан,теауянн
тие,тиех,тие
тингxиа,тингхсиа,тынгшиах
тинг,тинг,тиинг
тонгжишу,тунгчихшу,тонгйышу
тонгкинг,тунгчинг,торнгчынг
тонгхуа,тунгхуа,торнгхуах
тонгниан,тунгниен,торнгниан
тонгйи,тунгчи,тоонгйих
тонгыи,тунги,тоонги
тонгкуаи,тунгкуаи,тонккуаы
тоу,тоу,тоур
тоуру,тоую,тоуррух
тоусу,тоусу,тоурсух
тоузи,тоутзу,тоуртзы
тоу,тоу,тоуо
тоуминг,тоуминг,тоуоминг
ту’ан,туан,туоуанн
тужонг,тучунг,туоуйонг
туди,тути,туудих
туичи,туичих,туеичыр
туиxиао,туихсиао,туеишиау
туо,то,туо
уоази,уоази,уоахзи
уоаихуи,уоаихуи,уоаыхуеы
уоаийиаогуан,уоаичиаокуан,уоаыйиаугуан
уоаитао,уоаитао,уоаытауо
уоан,уоан,уан
уоандиан,уоантиен,уооандеан
уоаныи,уоани,уоанни
уоанг,уоанг,уоанг
уоанглуо,уоангло,уооанглуох
уоангжи,уоангчих,уооангйыы
уоеиxиао,уоеихсиао,уеишиауо
уоеиxин,уоеихсин,уеишинн
уоеийин,уоеичин,уоеийин
уоеичи,уоеичих,уоеичыр
уоеиху,уоеиху,уоеихух
уоеиxиу,уоеихсиу,уоеишиоу
уоеиба,уоеиба,уооеиба
уоеиби,уоеипи,уоеыбих
уоеилаи,уоеилаи,уоеылаи
уоеиыу,уоеиыу,уоеыыу
уоеир,уоеир,уоеыр
уоеи,уоеи,уоеы
уоен,уоен,уооен
уоендинг,уоентинг,уооендинк
уоенхоу,уоенхоу,уоеннхоуо
уоу,уоу,уоу
уоуфа,уоуфа,уоуфаа
уоулиао,уоулиао,уоулиау
уоулун,уоулун,уоулуенн
уоушу,уоушу,уоушух
уоусуоуоеи,уоусоуоеи,уоусуооуоеы
уоуxиан,уоухсиен,уоушианн
уоуыанлиусе,уоуыанлиусе,уоууыанлиоуосех
уоухуи,уоухуи,уоуххуеы
xигуа,хсикуа,шигуа
xи,хси,ши
xигуан,хсикуан,шигоан
xишоу,хсишоу,шишоу
xиыан,хсиыан,шииан
xиыин,хсиыин,шиыиин
xиаи,хсиаи,шииаы
xилие,хсилиех,шихлиех
xитонг,хситунг,шихтоонг
xи,хси,ших
xийие,хсичиех,шихйые
xижи,хсичих,шихйых
xиагеыуе,хсиакоыуех,шиахгехыуех
xиайианг,хсиачианг,шиахйианк
xиалоу,хсиалоу,шиахлоу
xиайи,хсиачи,шиахйих
xиан,хсиен,шиан
xианхуа,хсиенхуа,шианхуа
xианминг,хсиенминг,шианминг
xиан,хсиен,шыан
xианжу,хсиенчу,шеанюх
xиан,хсиен,шианн
xианжи,хсиенчих,шианнйых
xиангчу,хсиангчу,шиангчуу
xиангфан,хсиангфан,шиангфаан
xианг,хсианг,шианг
xиангзи,хсиангзи,шиангзи
xиангниан,хсиангниен,шеангнианн
xиангxианг,хсиангхсианг,шеангшианк
xианг,хсианг,шианк
xиангму,хсиангму,шианкмух
xиангпиан,хсиангпиен,шианкпианн
xиаохуа,хсиаохуа,шиаухуах
xиаошоу,хсиаошоу,шиаушоуо
xиаочи,хсиаочих,шеаучы
xиаохуози,хсиаохуози,шеаухуоози
xиаоxинг,хсиаохсинг,шеаушынг
xие,хсиех,шие
xинли,хсинли,шинлии
xинланг,хсинланг,шинланг
xиннианг,хсиннианг,шиннианг
xинxиан,хсинхсиен,шиншиан
xинxинг,хсинхсинг,шиншынг
xингфен,хсингфен,шингфенн
xингронг,хсингюнг,шынгронг
xингши,хсингших,шынгшых
xинг,хсинг,шынг
xингхао,хсингхао,шынгхауо
xинг,хсинг,шиинг
xингку,хсингчу,шинкчиух
xингжи,хсингчих,шинкйых
xионгди,хсиунгти,шионгдих
xионгбу,хсиунгпу,шионгбух
xиули,хсиули,шиоулии
xуанзе,хсуанце,шеуантзер
xуефен,хсуехфен,шыуефен
xуениан,хсуехниен,шыуениан
xуеши,хсуехших,шыуешыр
xуешу,хсуехшу,шыуешух
xунжао,хсунчао,шыуняо
xунсу,хсунсу,шиуннсух
ыа,ыа,ыа
ыашуа,ыашуа,ыашуа
ыаыунхуи,ыаыунхуи,ыахыуннхуеы
ыа,ыа,ыа
ыанчанг,ыанчанг,ыанчарнг
ыанки,ыанчи,ыанчи
ыанxу,ыанхсу,ыаншиух
ыан,ыан,ыан
ыанге,ыанко,ыангер
ыанжонг,ыанчунг,ыанйонк
ыанйиу,ыанчиу,ыанйиоу
ыанйиушенг,ыанчиушенг,ыанйиоушенг
ыанжи,ыанчих,ыанйых
ыан,ыан,ыан
ыанйинг,ыанчинг,ыеанйинк
ыанлеи,ыанлеи,ыеанлеы
ыанйианг,ыанчианг,ыеанйеанг
ыангтаи,ыангтаи,ыангтаир
ыангченг,ыангченг,ыеангчернг
ыао,ыао,иау
ыао,ыао,ыау
ыаоуоу,ыаоуоу,ыауоуоух
ыао,ыао,ыауо
ыеыу,ыехыу,ыехыу
ыези,ыехзи,ыехзи
ыилиао,илиао,илиау
ыиxуе,ихсуех,ишыуе
ыикао,икао,икауо
ыиран,иян,иран
ыи,и,ыи
ыидонг,итунг,ыидонк
ыимин,имин,ыимин
ыичан,ичан,ыичаан
ыичуан,ичуан,ыичуоан
ыиуоен,иуоен,ыиуоенн
ыийи,ичи,ыиийыи
ыинеи,инеи,ыиинеы
ыиуоу,иуоу,ыихуоух
ыилун,илун,ыихлуенн
ыин,ыин,ыиин
ыиндао,ыинтао,ыииндао
ыинйин,ыинчин,ыиинйинн
ыинки,ыинчи,ыиинчии
ыинг,ыинг,инг
ыингыонг,ыингыунг,ингыеонг
ыингые,ыингыех,ынгыех
ыингде,ыингте,ынгдер
ыингзи,ыингзи,ыиингзи
ыонгган,ыунгкан,ыеонггаан
ыонгки,ыунгчи,ыеонгчих
ыонгту,ыунгту,ыонктуоу
ыоулианг,ыулианг,иоулианг
ыоумеи,ыумеи,иоумееи
ыоуxиу,ыухсиу,иоушиоуо
ыоую,ыучу,ыоуйыу
ыоуку,ыучу,ыеоучиух
ыоуxиан,ыухсиен,ыеоушианн
ыоу’ерыуан,ыуерхыуан,ыоуоерлыуан
ыуши,ыуших,ыушых
ыуфа,ыуфа,ыеуфаа
ыуыин,ыуыин,ыеуин
ыу,ыу,ыух
ыуми,ыуми,ыухмии
ыуце,ыуце,ыухцех
ыудинг,ыутинг,ыухдинк
ыу,ыу,ыух
ыудао,ыутао,ыухдауо
ыуйиан,ыучиен,ыухйианн
ыуанлиао,ыуанлиао,ыуанлиауо
ыуанзе,ыуанце,ыуантзер
ыуан,ыуан,ыуан
ыуанман,ыуанман,ыуанмаан
ыуехуи,ыуеххуи,иуехуеы
ыуеди,ыуехти,ыуехдии
ыуеду,ыуехту,ыуехдуоу
ыундонгхуи,ыунтунгхуи,ыунндонкхуеы
ыундонгыуан,ыунтунгыуан,ыунндонкыуан
ыунки,ыунки,ыуннки
ыуныонг,ыуныунг,ыунныонк
заисан,цаисан,тзаысан
заиху,цаиху,тзаыху
заиыу,цаиыу,тзаыыу
занченг,цанченг,тзаннчернг
заншанг,цаншанг,тзанншаанг
занжу,цанчу,тзаннюх
заоxинг,цаохсинг,тзауошынг
жандоу,чантоу,янндоуо
жаншенг,чаншенг,янншенк
жанши,чанших,янншых
жанженг,чанченг,яннйенг
жангфу,чангфу,янкфу
жаоху,чаоху,яуху
жаохуо,чаохуо,яурхуоо
жаойи,чаочи,яурйыи
жаокаи,чаокаи,яуокаи
жен,чен,йен
жендуи,чентуи,йендуеы
жен,чен,йенн
женглун,ченглун,йенглуенн
женгфу,ченгфу,йенгфуоу
женгкиу,ченгчиу,йенгчыоу
женгфу,ченгфу,йенкфуу
женгжи,ченгчих,йенкйых
жихоу,чиххоу,йыхоуо
жийиан,чихчиен,йыйиан
жикиан,чихчиен,йычыан
жиыи,чихи,йыи
жи,чих,йы
жиуоу,чихуоу,йыруоух
жихуи,чиххуи,йыыхуеи
жидинг,чихтинг,йыхдинк
жилианг,чихлианг,йыхлианк
жи,чих,йых
жилиао,чихлиао,йыхлиау
жили,чихли,йыхлих
жиненг,чихненг,йыхненг
жонгйие,чунгчиех,йонгйиех
жонглеи,чунглеи,йоонглеы
жонгйианг,чунгчианг,йонкйеанг
жонг,чунг,йоонг
жонгжи,чунгчих,йонкйыр
жонглианг,чунглианг,йонклианк
жубу,чупу,йуоубух
жуйиан,чучиен,йуоуйианн
жути,чути,юутыи
жуxи,чухси,юушыи
жуфу,чуфу,юхфуоу
жуминг,чуминг,юхминг
жузуо,чуцо,юхтзуох
жуайин,чуачин,юайиин
жуанxин,чуанхсин,юаншин
жуандонг,чуантунг,йоандонк
жуангао,чуанкао,йоангауо
жуаншен,чуаншен,йоаншен
жуануоан,чуануоан,йоануан
жуаныи,чуани,йоаныи
жуангxиу,чуангхсиу,юангшиоу
жуангжи,чуангчих,юангйых
жуикиу,чуичиу,юеичыоу
жунши,чунших,йоеншыр
зилиао,тзулиао,тзылиауо
зиыуан,тзуыуан,тзыыуан
зи,тзу,тзых
зиxин,тзухсин,тзыхшинн
зиму,тзуму,тзыхмуу
зонгхе,цунгхо,тзонгхер
зонггонг,цунгкунг,тзоонггонк
зонгли,цунгли,тзоонглии
зонгтонг,цунгтунг,тзоонгтоонг
зонгжи,цунгчих,тзоонгйы
зужи,цучих,тзууйыы
зуиба,цуиба,тзоеиба
зуичу,цуичу,тзуеычу
зуочу,цочу,тзуохчу
зуоуоеи,цоуоеи,тзуохуоеи
ануоеи,ануоеи,ануоеы
ан,ан,анн
аншанг,аншанг,анншанк
анмо,анмо,аннмо
ба,па,бар
баийиу,паичиу,баирйеоу
баифанг,паифанг,баыфаанг
бан,пан,баан
баныан,паныан,банныеан
банг,панг,банк
баоуоеи,паоуоеи,баууоеи
баожуанг,паочуанг,бауюанг
баоуоеи,паоуоеи,баоуоеы
баоыанг,паоыанг,баоыеанг
баода,паота,бауодар
баойинг,паочинг,бауойиинг
баоыуан,паоыуан,бауоыуанн
беибао,пеипао,беибау
беию,пеичу,беийиух
беишанг,пеишанг,беишанг
беийи,пеичи,бееийыи
беидонг,пеитунг,беыдонк
беи,пеи,беы
бенрен,пенйен,беенрен
бизи,пизи,быизи
бижонг,пичунг,биийонк
бици,питзу,биицыы
би,пи,бих
биxу,пихсу,бихшиу
бийинг,пичинг,бихйинк
биму,пиму,бихмух
бимуши,пимуших,бихмухшых
бианйинг,пиенчинг,бианйинк
бианйи,пиенчи,бианйыи
биандонг,пиентунг,бианндонк
бианли,пиенли,бианнлих
биантиао,пиентиао,бианнтыау
бианыу,пиеныу,бианныу
бингуан,пинкуан,бингоан
бинг,пинг,биинг
бингган,пингкан,биингган
бингду,пингту,бинкдуоу
боли,поли,боли
боке,поко,боркех
боланхуи,поланхуи,борлаанхуеы
боши,поших,боршых
боуоугуан,поуоукуан,боруоухгоан
боруо,пойо,борруох
бучанг,пучанг,буучарнг
бутие,путиех,буутие
буценг,пуценг,бухцернг
буганданг,пукантанг,бухгаанданг
булианг,пулианг,бухлианг
бумиан,пумиен,бухмеан
буненгбу,пуненгпу,бухненгбух
буши,пуших,бухшыр
бутинг,путинг,бухтынг
буxу,пухсу,бухшеу
бужи,пучих,бухйыы
бузу,пуцу,бухтзуоу
бууоеи,пууоеи,бухуоеы
цаи,цаи,цаи
цаице,цаице,цаицех
цаипан,цаипан,цаирпанн
цаигоу,цаикоу,цаегоуо
цаипиао,цаипиао,цаепиауо
цангуан,цанкуан,цангоан
цантинг,цантинг,цантинг
цаныин,цаныин,цаныиин
цаоыуан,цаоыуан,цаоыуан
це,це,цех
ценгци,ценгтзу,цернгцых
ча,ча,ча
чази,чази,чази
чабие,чапиех,чабые
чаю,чачу,чайиух
ча,ча,ча
чаxун,чахсун,чаршыун
чаи,чаи,чаи
чаичу,чаичу,чаичуоу
чаные,чаныех,чааныех
чангду,чангту,чарнгдух
чангшоу,чангшоу,чарнгшоуо
чанг,чанг,чарнг
чанг,чанг,чарнг
чангши,чангших,чарнгшых
чангжанг,чангчанг,чаангяанг
чангмиан,чангмиен,чаангмианн
чангдао,чангтао,чанкдао
чаоыуе,чаоыуех,чауыуех
чежу,чечу,чеюу
ченг,ченг,ченг
ченгхао,ченгхао,ченгхауо
ченгбен,ченгпен,чернгбеен
ченгйиао,ченгчиао,чернгйиау
ченгxиао,ченгхсиао,чернгшиауо
ченгыу,ченгыу,чернгыеу
ченгбан,ченгпан,чернгбанн
ченгли,ченгли,ченгли
ченг,ченг,чернг
ченгче,ченгче,чернгче
ченгке,ченгко,чернгкех
ченгзуо,ченгцо,чернгтзуох
чили,чихли,чылих
чизи,чихзи,чырзи
чи,чих,чыр
чонгдонг,чунгтунг,чонгдонк
чонгту,чунгту,чонгту
чонгзу,чунгцу,чонгтзуоу
чоу,чоу,чоур
чоу,чоу,чооу
чоу,чоу,чоуо
чубан,чупан,чубаан
чучаи,чучаи,чучаи
чухан,чухан,чуханн
чуыу,чуыу,чуыу
чуки,чучи,чучи
чуфеи,чуфеи,чуоуфеи
чуxи,чухси,чуоуши
чуфанг,чуфанг,чуоуфарнг
чуфа,чуфа,чууфар
чуфен,чуфен,чууфенн
чузаи,чуцаи,чуутзаы
чуанда,чуанта,чуоандар
чуанди,чуанти,чуоандих
чуанжен,чуанчен,чуоанйен
чуанглиан,чуанглиен,чуанглиан
чуанг,чуанг,чоанг
чуангли,чуангли,чуанклих
цидиан,тзутиен,цырдеан
цижи,тзучих,цырйыр
цихоу,тзухоу,цыыхоуо
цике,тзуко,цыыкех
циши,тзуших,цыышыр
цонгминг,цунгминг,цонгминг
цонг’ер,цунгерх,цорнгерл
цонгжонг,цунгчунг,цорнгйонг
цуи,цуи,цуеы
цункуан,цункуан,цуоенкоан
цун,цун,цуенн
даченг,таченг,дарчернг
да,та,дар
дафу,тафу,дарфух
дабан,табан,даабан
дабао,тапао,даабау
дайи,тачи,даайи
дайиа,тачиа,даайиах
дарао,таяо,даарао
дадан,татан,дахдаан
даганг,таканг,дахганг
дахуор,тахуор,даххуоор
дайиангсаи,тачиангсаи,дахйеангсаы
данао,танао,дахнао
даши,таших,дахшых
датинг,татинг,дахтинг
даxианг,тахсианг,дахшианк
даxионгмао,тахсиунгмао,дахшыонгмхау
даыу,таыу,дахыу
дажи,тачих,дахйых
даи,таи,даи
даи,таи,даи
даийиа,таичиа,даыйиах
даили,таили,даылии
даиыоу,таиыу,даыыеоу
даикуан,таикуан,даыкоан
даныи,тани,дани
дан,тан,даан
данxиао,танхсиао,дааншеау
дангао,танкао,даннгау
дангчанг,тангчанг,дангчаанг
дангдаи,тангтаи,дангдаы
дангниан,тангниен,дангниан
дангкиан,тангчиен,дангчыан
дангxуан,тангхсуан,дангшеуан
данг,танг,даанг
даолаи,таолаи,дауолаи
даоде,таоте,дауодер
деле,теле,дерле
деыи,теи,дерыии
денгхоу,тенгхоу,деенгхоуо
денгйи,тенгчи,деенгйыи
диыу,тиыу,диыу
дидаи,титаи,дихдаы
диxинг,тихсинг,дихшынг
дижен,тичен,дихйенн
ди,ти,дих
дигеи,тикеи,дихгееи
дианли,тиенли,деанлии
дианран,тиенян,деанран
дианчи,тиенчих,дианнчыр
дианфангуо,тиенфанкуо,дианнфаннгуо
дианзибан,тиентзупан,дианнтзыыбаан
диаодонг,тиаотунг,диауодонк
диу,тиу,диоу
донгйи,тунгчи,донкйи
донгшоу,тунгшоу,донкшооу
донгтаи,тунгтаи,донктаы
донгыуан,тунгыуан,донкыуан
донг,тунг,донк
донг,тунг,донк
доужипин,тоучихпин,доуойыхпиин
ду,ту,дуоу
дуи,туи,дуеи
дуили,туили,дуеылих
дуиыинг,туиыинг,дуеыыинк
дун,тун,дуен
дуо,то,дуоо
дуо,то,дуоо
ердуо,ерхдуо,еелдуо
еруоеима,ерхуоеима,еллуоеимаа
фабу,фапу,фабух
фаюе,фачуех,файыуе
фаше,фаше,фашех
фаxинг,фахсинг,фашынг
фа,фа,фар
факуан,факуан,фаркоан
фагуи,факуеи,фаагуеи
фажи,фачих,фаайых
фанронг,фанюнг,фарнронг
фанхуи,фанхуи,фаанхуоеи
фангжи,фангчих,фарнгйых
фангда,фангта,фанкдах
фангки,фангчи,фанкчих
фенченг,фенченг,фенчернг
фенйие,фенчиех,фенйиее
фенлеи,фенлеи,фенлеы
фенли,фенли,фенли
фенxи,фенхси,фенши
фенxианг,фенхсианг,феншеанг
фенгшоу,фенгшоу,фенгшоу
фенгду,фенгту,фенгдух
фенггуанг,фенгкуанг,фенггуанг
фенг,фенг,фенг
фенг,фенг,фенг
фенгкуанг,фенгкуанг,фенгкуоанг
фу,фу,фуоу
фуцонг,фуцунг,фуоуцорнг
фу,фу,фуоу
фуду,футу,фуоудух
фули,фули,фуоулих
фужу,фучу,фууюх
фузерен,фуцейен,фухтзеррен
фуйиан,фучиен,фухйианн
гаиге,каико,гаегер
ганцуи,канцуи,ганцуеы
ганрао,каняо,ганрао
ганыу,каныу,ганыух
ганxианг,канхсианг,гааншеанг
гангби,кангпи,гангбии
гангкин,кангчин,гангчын
гаода,каота,гаудах
гаоду,каоту,гаудух
гаогенxие,каокенхсиех,гаугеншые
гаоуоен,каоуоен,гаууен
гаоыу,каоыу,гауыу
гаоыуан,каоыуан,гауыуан
гао,као,гао
гаохао,каохао,гаохао
геку,кочу,гечеу
геби,копи,гербих
гер,кор,гехр
генкиан,кенчиен,генчыан
генсуи,кенсуи,генсуоеи
генгхуан,кенгхуан,генгхуанн
генгxин,кенгхсин,генгшин
гонгыи,кунги,гонгыих
гонгзуори,кунгцойих,гонгтзуохрых
гонггао,кунгкао,гонггауо
гонгрен,кунгйен,гонгренн
гонгши,кунгших,гонгшых
гонгженг,кунгченг,гонгйенк
гонгйи,кунгчи,гонкйих
гонгxианг,кунгхсианг,гонкшеанг
гоу,коу,гоу
гоутонг,коутунг,гоутонг
гуйи,кучи,гуйих
гулао,кулао,гуулао
гу,ку,гуу
гули,кули,гуулих
гужанг,кучанг,гууяанг
гууоен,кууоен,гухуоенн
гуаи,куаи,гуаы
гуанхуаи,куанхуаи,гуанхуоаи
гуанйиан,куанчиен,гуанйианн
гуанюн,куанчун,гуаннйиун
гуангронг,куангюнг,гуангронг
гуангxиан,куангхсиен,гуангшианн
гуангфан,куангфан,гоангфанн
гуихуа,куеихуа,гуеихуах
гуи,куеи,гоеи
гуизи,куеизи,гуеызи
гун,кун,гоен
гуо,куо,гуо
гуойи,куочи,гуоойыи
гуомин,куомин,гуоомин
гуоду,куоту,гуохдух
гуомин,куомин,гуохмиин
гуоыу,куоыу,гуохыу
хаи,хаи,хаы
хан,хан,ханн
хаоыун,хаоыун,хаоыунн
хаожао,хаочао,хауояуо
хебинг,хопинг,хербинк
хеченг,хоченг,херчернг
хе,хо,хер
хефан,хофан,херфанн
хези,хози,херзи
хека,хока,хехкаа
хен,хен,хенн
хоу,хоу,хоур
хоухуи,хоухуи,хоуохоеи
хузи,хузи,хуоузи
ху,ху,хуу
хуаыу,хуаыу,хуоаыеу
хуа,хуа,хуоа
хуаши,хуаших,хуахшыр
хуафен,хуафен,хуахфен
хуамиан,хуамиен,хуахмианн
хуанйие,хуанчиех,хуоанйые
хуанг,хуанг,хуанг
хуангманг,хуангманг,хуангманг
хуисе,хуисе,хуеисех
хуифу,хуифу,хуеифух
хуибао,хуипао,хуоеибауо
хуиби,хуипи,хуоеибих
хуигу,хуику,хуоеигух
хуишоу,хуишоу,хуоеишоу
хуитоу,хуитоу,хуоеитоур
хуиxин,хуихсин,хуоеишинн
хуиыи,хуии,хуоеиыих
хуикуан,хуикуан,хуеыкоан
хуитан,хуитан,хуеытарн
хуоли,хуоли,хуоолих
хуочаи,хуочаи,хуоочаир
хуотуи,хуотуи,хуоотоеи
хуозаи,хуоцаи,хуоотзаи
хуоши,хуоших,хуохшых
йикирен,чичийен,йичихрен
йижи,чичих,йийых
йироу,чийоу,йироуо
йиди,чити,йидих
йийин,чичин,йийин
йиши,чиших,йыишыы
йитуан,читуан,йыитуоан
йи,чи,йии
йиыи,чии,йихыих
йиненг,чиненг,йихненг
йиченг,чиченг,йихчернг
йиаре,чиайе,йиарех
йиашанг,чиашанг,йиашанк
йиасу,чиасу,йиасух
йиаыи,чиаи,йиаыии
йиа,чиа,йиа
йиа,чиа,йеа
йиа,чиа,йиах
йиаши,чиаших,йиахшыы
йиажао,чиачао,йиахяуо
йиандинг,чиентинг,йиандинк
йиан,чиен,йиан
йианку,чиенку,йианкуу
йианнан,чиеннан,йианнан
йианыан,чиеныан,йеаныанн
йианкинг,чиенчинг,йеанчинг
йиан,чиен,йеан
йиандао,чиентао,йеандау
йианзи,чиензи,йеанзи
йианйие,чиенчиех,йианнйие
йианзао,чиенцао,йианнтзауо
йианжу,чиенчу,йианнюх
йианкуан,чиенчуан,йианнчыуан
йиан,чиен,йианн
йианпан,чиенпан,йианнпарн
йианг,чианг,йианг
йиангыао,чиангыао,йиангыауо
йиангли,чиангли,йеанглих
йиаодаи,чиаотаи,йиаудаы
йиаоку,чиаочу,йиаучиу
йиаодаи,чиаотаи,йиаудаы
йиаошуи,чиаошуи,йиаушоеи
йиаобу,чиаопу,йеаубух
йиечу,чиехчу,йиечух
йиелиан,чиехлиен,йиелиан
йиечу,чиехчу,йиеечуоу
йиефанг,чиехфанг,йиеефанк
йие,чиех,йиех
йие,чиех,йиех
йинри,чинйих,йинрых
йингуан,чинкуан,йиингоан
йинйин,чинчин,йиинйиин
йинкененг,чинконенг,йиинкеененг
йинхуа,чинхуа,йиннхуах
йинлаи,чинлаи,йиннлаи
йингфеи,чингфеи,йингфеы
йингxианг,чингхсианг,йиингшианк
йинггао,чингкао,йиинггауо
йингсаи,чингсаи,йинксаы
йингженг,чингченг,йинкйенг
йиугуи,чиукуеи,йеоугоеи
йиузаи,чиуцаи,йиоуотзаи
юран,чуян,йиуран
юмиан,чумиен,йыумианн
южанг,чучанг,йыуяанг
юдонг,чутунг,йеудонк
ююе,чучуех,йиухйыуе
юлебу,чулепу,йиухлехбух
юбен,чупен,йиухбеен
юебу,чуехпу,йыуебух
юеуоанг,чуехуоанг,йыуеуоанк
юнрен,чунйен,йиунрен
каиму,каиму,каимух
каимуши,каимуших,каимухшых
канченг,канченг,каннчернг
канчу,канчу,каннчу
кандаи,кантаи,канндаы
каохе,каохо,каохер
